id,population_size,w,c1,c2,fitness,iterations,particles
1,10,0.1,0.6,1.9999999999999996,0.0,1152,11520
1,10,0.1,0.6,2.0999999999999996,40.00186276233511,1271,12710
1,10,0.1,0.6,2.1999999999999997,4009.7576319536424,2379,23790
1,10,0.1,0.6,2.3,4009.7575850415933,1467,14670
1,10,0.1,0.6,2.3999999999999995,4009.7576164110956,1731,17310
1,10,0.1,0.7,0.5,6716.000191936592,906,9060
1,10,0.1,0.7,0.6,3251.4315635113176,2168,21680
1,10,0.1,0.7,0.7,4013.0021822125605,2681,26810
1,10,0.1,0.7,0.7999999999999999,2466.0,3909,39090
1,10,0.1,0.7,0.8999999999999999,1628.0,1926,19260
1,10,0.1,0.7,0.9999999999999999,40.00325682748551,1256,12560
1,10,0.1,0.7,1.0999999999999999,41.00076966770734,3045,30450
1,10,0.1,0.7,1.1999999999999997,40.00355705211015,1748,17480
1,10,0.1,0.7,1.2999999999999998,41.00009132596546,3452,34520
1,10,0.1,0.7,1.4,0.0009064047881508052,1823,18230
1,10,0.1,0.7,1.4999999999999998,0.0,624,6240
1,10,0.1,0.7,1.5999999999999996,0.0,1352,13520
1,10,0.1,0.7,1.6999999999999997,217.01339669413375,3057,30570
1,10,0.1,0.7,1.7999999999999998,41.000243931854115,1340,13400
1,10,0.1,0.7,1.8999999999999997,0.001231991121426699,1251,12510
1,10,0.1,0.7,1.9999999999999996,4009.757842926472,1313,13130
1,10,0.1,0.7,2.0999999999999996,0.0,838,8380
1,10,0.1,0.7,2.1999999999999997,0.0,1180,11800
1,10,0.1,0.7,2.3,5809.831262939714,1212,12120
1,10,0.1,0.7,2.3999999999999995,4009.7575848270794,4312,43120
1,10,0.1,0.7999999999999999,0.5,3218.0244501229304,1458,14580
1,10,0.1,0.7999999999999999,0.6,4992.090074415484,2423,24230
1,10,0.1,0.7999999999999999,0.7,2396.013462089314,1962,19620
1,10,0.1,0.7999999999999999,0.7999999999999999,2482.0000000000123,3637,36370
1,10,0.1,0.7999999999999999,0.8999999999999999,41.00016508752923,3883,38830
1,10,0.1,0.7999999999999999,0.9999999999999999,428.03720909481723,3290,32900
1,10,0.1,0.7999999999999999,1.0999999999999999,0.00010683827398650823,1357,13570
1,10,0.1,0.7999999999999999,1.1999999999999997,0.0,420,4200
1,10,0.1,0.7999999999999999,1.2999999999999998,0.0,798,7980
1,10,0.1,0.7999999999999999,1.4,40.00385222401286,1491,14910
1,10,0.1,0.7999999999999999,1.4999999999999998,41.0,596,5960
1,10,0.1,0.7999999999999999,1.5999999999999996,40.001565033377,3503,35030
1,10,0.1,0.7999999999999999,1.6999999999999997,4009.757676416288,1403,14030
1,10,0.1,0.7999999999999999,1.7999999999999998,4009.757731931003,1802,18020
1,10,0.1,0.7999999999999999,1.8999999999999997,41.0003442918214,2552,25520
1,10,0.1,0.7999999999999999,1.9999999999999996,4009.7575852170944,2194,21940
1,10,0.1,0.7999999999999999,2.0999999999999996,5809.831289789892,2510,25100
1,10,0.1,0.7999999999999999,2.1999999999999997,4009.7576666189816,1064,10640
1,10,0.1,0.7999999999999999,2.3,214.00646611680855,3089,30890
1,10,0.1,0.7999999999999999,2.3999999999999995,5809.8312463412,1056,10560
1,10,0.1,0.8999999999999999,0.5,3770.131794301482,1452,14520
1,10,0.1,0.8999999999999999,0.6,4181.499273807443,608,6080
1,10,0.1,0.8999999999999999,0.7,3234.4196709593834,1383,13830
1,10,0.1,0.8999999999999999,0.7999999999999999,2518.0,5534,55340
1,10,0.1,0.8999999999999999,0.8999999999999999,7.83874855959228e-06,3926,39260
1,10,0.1,0.8999999999999999,0.9999999999999999,41.0002301362465,3160,31600
1,10,0.1,0.8999999999999999,1.0999999999999999,0.00043215742588562805,1469,14690
1,10,0.1,0.8999999999999999,1.1999999999999997,40.00264743490952,1403,14030
1,10,0.1,0.8999999999999999,1.2999999999999998,41.00000004045055,703,7030
1,10,0.1,0.8999999999999999,1.4,0.000754719415833739,2015,20150
1,10,0.1,0.8999999999999999,1.4999999999999998,58.000728401498336,2002,20020
1,10,0.1,0.8999999999999999,1.5999999999999996,5809.83213254763,1724,17240
1,10,0.1,0.8999999999999999,1.6999999999999997,40.003182019388774,2466,24660
1,10,0.1,0.8999999999999999,1.7999999999999998,40.001852352134115,3165,31650
1,10,0.1,0.8999999999999999,1.8999999999999997,4009.7576395692004,2312,23120
1,10,0.1,0.8999999999999999,1.9999999999999996,41.0,1345,13450
1,10,0.1,0.8999999999999999,2.0999999999999996,0.0,624,6240
1,10,0.1,0.8999999999999999,2.1999999999999997,4009.7575996177065,1696,16960
1,10,0.1,0.8999999999999999,2.3,0.0,384,3840
1,10,0.1,0.8999999999999999,2.3999999999999995,0.0007633613106810949,2097,20970
1,10,0.1,0.9999999999999999,0.5,3523.011599758772,982,9820
1,10,0.1,0.9999999999999999,0.6,4689.006949749404,1189,11890
1,10,0.1,0.9999999999999999,0.7,6075.003552651806,445,4450
1,10,0.1,0.9999999999999999,0.7999999999999999,1140.0069092409378,8323,83230
1,10,0.1,0.9999999999999999,0.8999999999999999,41.000476449837954,6796,67960
1,10,0.1,0.9999999999999999,0.9999999999999999,0.0034722451124554105,2957,29570
1,10,0.1,0.9999999999999999,1.0999999999999999,4009.7576306154037,2523,25230
1,10,0.1,0.9999999999999999,1.1999999999999997,0.00010853954700771794,1564,15640
1,10,0.1,0.9999999999999999,1.2999999999999998,217.01340037857653,2259,22590
1,10,0.1,0.9999999999999999,1.4,40.00199443435764,3260,32600
1,10,0.1,0.9999999999999999,1.4999999999999998,4009.7577392990206,1838,18380
1,10,0.1,0.9999999999999999,1.5999999999999996,40.00242109074059,1632,16320
1,10,0.1,0.9999999999999999,1.6999999999999997,4009.757756654494,665,6650
1,10,0.1,0.9999999999999999,1.7999999999999998,4009.7576194099142,1245,12450
1,10,0.1,0.9999999999999999,1.8999999999999997,0.0007393877222190965,1422,14220
1,10,0.1,0.9999999999999999,1.9999999999999996,4009.7575944121254,1919,19190
1,10,0.1,0.9999999999999999,2.0999999999999996,0.0,686,6860
1,10,0.1,0.9999999999999999,2.1999999999999997,41.0,3408,34080
1,10,0.1,0.9999999999999999,2.3,0.0,1585,15850
1,10,0.1,0.9999999999999999,2.3999999999999995,10000.0,435,4350
1,10,0.1,1.0999999999999999,0.5,3408.010612883381,1141,11410
1,10,0.1,1.0999999999999999,0.6,4600.010964994009,658,6580
1,10,0.1,1.0999999999999999,0.7,2763.2937797541294,3857,38570
1,10,0.1,1.0999999999999999,0.7999999999999999,1351.0,9270,92700
1,10,0.1,1.0999999999999999,0.8999999999999999,41.00237816655181,1963,19630
1,10,0.1,1.0999999999999999,0.9999999999999999,40.00232357548071,2292,22920
1,10,0.1,1.0999999999999999,1.0999999999999999,4009.75787762771,1185,11850
1,10,0.1,1.0999999999999999,1.1999999999999997,0.0,1476,14760
1,10,0.1,1.0999999999999999,1.2999999999999998,4009.7580171861714,2097,20970
1,10,0.1,1.0999999999999999,1.4,0.0010840618194519513,2147,21470
1,10,0.1,1.0999999999999999,1.4999999999999998,0.0,934,9340
1,10,0.1,1.0999999999999999,1.5999999999999996,217.01339457893567,2172,21720
1,10,0.1,1.0999999999999999,1.6999999999999997,40.0020805952075,1183,11830
1,10,0.1,1.0999999999999999,1.7999999999999998,41.00017318252467,2763,27630
1,10,0.1,1.0999999999999999,1.8999999999999997,41.000263097892514,1304,13040
1,10,0.1,1.0999999999999999,1.9999999999999996,0.0,628,6280
1,10,0.1,1.0999999999999999,2.0999999999999996,40.0023868882043,1817,18170
1,10,0.1,1.0999999999999999,2.1999999999999997,5809.831233147924,1442,14420
1,10,0.1,1.0999999999999999,2.3,4009.7575851564643,1659,16590
1,10,0.1,1.0999999999999999,2.3999999999999995,5809.831226706591,1713,17130
1,10,0.1,1.1999999999999997,0.5,4588.000104988361,1705,17050
1,10,0.1,1.1999999999999997,0.6,3274.2381635863712,1993,19930
1,10,0.1,1.1999999999999997,0.7,3124.0305161400242,5380,53800
1,10,0.1,1.1999999999999997,0.7999999999999999,2895.0,2158,21580
1,10,0.1,1.1999999999999997,0.8999999999999999,41.0,2552,25520
1,10,0.1,1.1999999999999997,0.9999999999999999,2941.1421787553627,2243,22430
1,10,0.1,1.1999999999999997,1.0999999999999999,1.234669785508677e-10,4405,44050
1,10,0.1,1.1999999999999997,1.1999999999999997,40.00307695448599,1332,13320
1,10,0.1,1.1999999999999997,1.2999999999999998,8.12469972558057e-05,750,7500
1,10,0.1,1.1999999999999997,1.4,0.0,846,8460
1,10,0.1,1.1999999999999997,1.4999999999999998,41.000136358808916,2603,26030
1,10,0.1,1.1999999999999997,1.5999999999999996,41.0,1442,14420
1,10,0.1,1.1999999999999997,1.6999999999999997,5809.831255436923,2665,26650
1,10,0.1,1.1999999999999997,1.7999999999999998,40.00164948177774,2032,20320
1,10,0.1,1.1999999999999997,1.8999999999999997,0.0,1391,13910
1,10,0.1,1.1999999999999997,1.9999999999999996,0.0,2322,23220
1,10,0.1,1.1999999999999997,2.0999999999999996,0.0,1979,19790
1,10,0.1,1.1999999999999997,2.1999999999999997,0.0,581,5810
1,10,0.1,1.1999999999999997,2.3,4009.757586603547,1762,17620
1,10,0.1,1.1999999999999997,2.3999999999999995,214.00646376576384,2829,28290
1,10,0.1,1.2999999999999998,0.5,3713.0250296409095,2066,20660
1,10,0.1,1.2999999999999998,0.6,3486.017788891192,2208,22080
1,10,0.1,1.2999999999999998,0.7,3007.0101417164174,8735,87350
1,10,0.1,1.2999999999999998,0.7999999999999999,3385.4268344005272,1811,18110
1,10,0.1,1.2999999999999998,0.8999999999999999,41.0,3482,34820
1,10,0.1,1.2999999999999998,0.9999999999999999,41.00007895186457,1623,16230
1,10,0.1,1.2999999999999998,1.0999999999999999,4009.757882594438,2064,20640
1,10,0.1,1.2999999999999998,1.1999999999999997,0.0,437,4370
1,10,0.1,1.2999999999999998,1.2999999999999998,2.0576249386868836e-05,1034,10340
1,10,0.1,1.2999999999999998,1.4,0.0,838,8380
1,10,0.1,1.2999999999999998,1.4999999999999998,40.00202870859477,1327,13270
1,10,0.1,1.2999999999999998,1.5999999999999996,4009.757636519427,2652,26520
1,10,0.1,1.2999999999999998,1.6999999999999997,40.00165494383269,1440,14400
1,10,0.1,1.2999999999999998,1.7999999999999998,4009.7575957540494,2128,21280
1,10,0.1,1.2999999999999998,1.8999999999999997,0.0008088362440901926,2215,22150
1,10,0.1,1.2999999999999998,1.9999999999999996,0.0,586,5860
1,10,0.1,1.2999999999999998,2.0999999999999996,0.0,437,4370
1,10,0.1,1.2999999999999998,2.1999999999999997,0.0,2917,29170
1,10,0.1,1.2999999999999998,2.3,10000.0,429,4290
1,10,0.1,1.2999999999999998,2.3999999999999995,4009.7575847711432,1495,14950
1,10,0.1,1.4,0.5,2692.000281774073,1645,16450
1,10,0.1,1.4,0.6,3434.321879142067,1916,19160
1,10,0.1,1.4,0.7,3934.001338367041,2958,29580
1,10,0.1,1.4,0.7999999999999999,2558.064704880264,3066,30660
1,10,0.1,1.4,0.8999999999999999,41.00005578072456,2243,22430
1,10,0.1,1.4,0.9999999999999999,40.0020309222143,2666,26660
1,10,0.1,1.4,1.0999999999999999,41.0004712180483,1428,14280
1,10,0.1,1.4,1.1999999999999997,40.00157733690826,962,9620
1,10,0.1,1.4,1.2999999999999998,0.0,1210,12100
1,10,0.1,1.4,1.4,0.0,1337,13370
1,10,0.1,1.4,1.4999999999999998,0.0,330,3300
1,10,0.1,1.4,1.5999999999999996,0.0,712,7120
1,10,0.1,1.4,1.6999999999999997,41.00007124641581,1351,13510
1,10,0.1,1.4,1.7999999999999998,0.0,662,6620
1,10,0.1,1.4,1.8999999999999997,0.0,621,6210
1,10,0.1,1.4,1.9999999999999996,41.0,1102,11020
1,10,0.1,1.4,2.0999999999999996,0.0,888,8880
1,10,0.1,1.4,2.1999999999999997,5710.320847715818,1897,18970
1,10,0.1,1.4,2.3,10000.0,433,4330
1,10,0.1,1.4,2.3999999999999995,0.0,429,4290
1,10,0.1,1.4999999999999998,0.5,4211.225821378986,1050,10500
1,10,0.1,1.4999999999999998,0.6,3648.0090201727035,3671,36710
1,10,0.1,1.4999999999999998,0.7,3030.010669413464,9044,90440
1,10,0.1,1.4999999999999998,0.7999999999999999,1810.0,6121,61210
1,10,0.1,1.4999999999999998,0.8999999999999999,41.0002606257301,4685,46850
1,10,0.1,1.4999999999999998,0.9999999999999999,40.00251030686321,4107,41070
1,10,0.1,1.4999999999999998,1.0999999999999999,40.00260508545469,1975,19750
1,10,0.1,1.4999999999999998,1.1999999999999997,40.00348229169164,1399,13990
1,10,0.1,1.4999999999999998,1.2999999999999998,40.00283299501183,2194,21940
1,10,0.1,1.4999999999999998,1.4,40.00161415443668,1091,10910
1,10,0.1,1.4999999999999998,1.4999999999999998,217.0133854604259,2732,27320
1,10,0.1,1.4999999999999998,1.5999999999999996,0.0,932,9320
1,10,0.1,1.4999999999999998,1.6999999999999997,40.00210514607791,2001,20010
1,10,0.1,1.4999999999999998,1.7999999999999998,0.0,1150,11500
1,10,0.1,1.4999999999999998,1.8999999999999997,0.0007883685122074384,3353,33530
1,10,0.1,1.4999999999999998,1.9999999999999996,4009.757587002673,2280,22800
1,10,0.1,1.4999999999999998,2.0999999999999996,4009.7575848966912,1404,14040
1,10,0.1,1.4999999999999998,2.1999999999999997,4009.757584795061,2719,27190
1,10,0.1,1.4999999999999998,2.3,4009.757585658982,2178,21780
1,10,0.1,1.4999999999999998,2.3999999999999995,4009.7575847709695,1654,16540
1,10,0.1,1.5999999999999996,0.5,3426.0000000000005,3218,32180
1,10,0.1,1.5999999999999996,0.6,3590.1458570275677,2699,26990
1,10,0.1,1.5999999999999996,0.7,2958.008990201112,10837,108370
1,10,0.1,1.5999999999999996,0.7999999999999999,970.0265370963857,11970,119700
1,10,0.1,1.5999999999999996,0.8999999999999999,41.00004186469398,1858,18580
1,10,0.1,1.5999999999999996,0.9999999999999999,100.0,2306,23060
1,10,0.1,1.5999999999999996,1.0999999999999999,40.00219382333047,2615,26150
1,10,0.1,1.5999999999999996,1.1999999999999997,40.00324393028144,2026,20260
1,10,0.1,1.5999999999999996,1.2999999999999998,41.00114136516494,839,8390
1,10,0.1,1.5999999999999996,1.4,41.00007413530687,824,8240
1,10,0.1,1.5999999999999996,1.4999999999999998,0.0,1812,18120
1,10,0.1,1.5999999999999996,1.5999999999999996,5809.831235796198,2513,25130
1,10,0.1,1.5999999999999996,1.6999999999999997,0.0,440,4400
1,10,0.1,1.5999999999999996,1.7999999999999998,5809.831417250558,1061,10610
1,10,0.1,1.5999999999999996,1.8999999999999997,0.0,950,9500
1,10,0.1,1.5999999999999996,1.9999999999999996,0.0,4162,41620
1,10,0.1,1.5999999999999996,2.0999999999999996,5809.831226730489,2475,24750
1,10,0.1,1.5999999999999996,2.1999999999999997,4009.757584771294,2248,22480
1,10,0.1,1.5999999999999996,2.3,40.00148720999405,3640,36400
1,10,0.1,1.5999999999999996,2.3999999999999995,4009.757584770972,1821,18210
1,10,0.1,1.6999999999999997,0.5,5731.606165218943,963,9630
1,10,0.1,1.6999999999999997,0.6,4649.115652970983,1390,13900
1,10,0.1,1.6999999999999997,0.7,2980.0694163840985,5907,59070
1,10,0.1,1.6999999999999997,0.7999999999999999,6342.114315577104,1187,11870
1,10,0.1,1.6999999999999997,0.8999999999999999,41.0000141956817,2356,23560
1,10,0.1,1.6999999999999997,0.9999999999999999,41.0,1124,11240
1,10,0.1,1.6999999999999997,1.0999999999999999,40.00196271151401,3981,39810
1,10,0.1,1.6999999999999997,1.1999999999999997,1.0107280348144214e-29,1562,15620
1,10,0.1,1.6999999999999997,1.2999999999999998,0.0006310347555886729,1003,10030
1,10,0.1,1.6999999999999997,1.4,40.00241801828896,935,9350
1,10,0.1,1.6999999999999997,1.4999999999999998,41.000260705353185,2114,21140
1,10,0.1,1.6999999999999997,1.5999999999999996,2.6318822216457952e-06,1527,15270
1,10,0.1,1.6999999999999997,1.6999999999999997,40.00223595189713,1336,13360
1,10,0.1,1.6999999999999997,1.7999999999999998,0.0,1069,10690
1,10,0.1,1.6999999999999997,1.8999999999999997,4009.7575863412767,2479,24790
1,10,0.1,1.6999999999999997,1.9999999999999996,0.0,1526,15260
1,10,0.1,1.6999999999999997,2.0999999999999996,40.001570742001924,1510,15100
1,10,0.1,1.6999999999999997,2.1999999999999997,5809.831226662423,2850,28500
1,10,0.1,1.6999999999999997,2.3,4109.561023795361,975,9750
1,10,0.1,1.6999999999999997,2.3999999999999995,4009.7575847995886,1358,13580
1,10,0.1,1.7999999999999998,0.5,3883.3731900955404,712,7120
1,10,0.1,1.7999999999999998,0.6,2485.547358747305,1486,14860
1,10,0.1,1.7999999999999998,0.7,3405.0002463220203,2982,29820
1,10,0.1,1.7999999999999998,0.7999999999999999,1389.0,4643,46430
1,10,0.1,1.7999999999999998,0.8999999999999999,1178.2779558349437,1472,14720
1,10,0.1,1.7999999999999998,0.9999999999999999,1680.1205695652757,655,6550
1,10,0.1,1.7999999999999998,1.0999999999999999,41.0,2076,20760
1,10,0.1,1.7999999999999998,1.1999999999999997,41.0,752,7520
1,10,0.1,1.7999999999999998,1.2999999999999998,0.0,858,8580
1,10,0.1,1.7999999999999998,1.4,0.0,1155,11550
1,10,0.1,1.7999999999999998,1.4999999999999998,0.0,1226,12260
1,10,0.1,1.7999999999999998,1.5999999999999996,0.0,1496,14960
1,10,0.1,1.7999999999999998,1.6999999999999997,0.0,587,5870
1,10,0.1,1.7999999999999998,1.7999999999999998,100.0,2581,25810
1,10,0.1,1.7999999999999998,1.8999999999999997,10000.0,435,4350
1,10,0.1,1.7999999999999998,1.9999999999999996,0.0,1336,13360
1,10,0.1,1.7999999999999998,2.0999999999999996,4009.7575847939515,3084,30840
1,10,0.1,1.7999999999999998,2.1999999999999997,0.0,2957,29570
1,10,0.1,1.7999999999999998,2.3,10000.0,477,4770
1,10,0.1,1.7999999999999998,2.3999999999999995,0.0,1294,12940
1,10,0.1,1.8999999999999997,0.5,4483.021764597004,1449,14490
1,10,0.1,1.8999999999999997,0.6,5114.37647047961,1652,16520
1,10,0.1,1.8999999999999997,0.7,3065.0,2703,27030
1,10,0.1,1.8999999999999997,0.7999999999999999,0.0004329214862944761,12789,127890
1,10,0.1,1.8999999999999997,0.8999999999999999,40.00155228802088,5350,53500
1,10,0.1,1.8999999999999997,0.9999999999999999,0.0,2730,27300
1,10,0.1,1.8999999999999997,1.0999999999999999,40.001815693372954,2267,22670
1,10,0.1,1.8999999999999997,1.1999999999999997,0.0,438,4380
1,10,0.1,1.8999999999999997,1.2999999999999998,4009.757616369641,3403,34030
1,10,0.1,1.8999999999999997,1.4,1916.283255597092,1065,10650
1,10,0.1,1.8999999999999997,1.4999999999999998,0.0,950,9500
1,10,0.1,1.8999999999999997,1.5999999999999996,41.000583098743526,7893,78930
1,10,0.1,1.8999999999999997,1.6999999999999997,40.001815750827824,10269,102690
1,10,0.1,1.8999999999999997,1.7999999999999998,4009.7575965686933,2276,22760
1,10,0.1,1.8999999999999997,1.8999999999999997,5710.320846437558,8465,84650
1,10,0.1,1.8999999999999997,1.9999999999999996,4009.7577128467215,1695,16950
1,10,0.1,1.8999999999999997,2.0999999999999996,4009.757585532703,1433,14330
1,10,0.1,1.8999999999999997,2.1999999999999997,5809.831226659007,2375,23750
1,10,0.1,1.8999999999999997,2.3,4009.75758477097,2145,21450
1,10,0.1,1.8999999999999997,2.3999999999999995,5809.8312266590065,2966,29660
1,10,0.1,1.9999999999999996,0.5,4525.268590118129,705,7050
1,10,0.1,1.9999999999999996,0.6,5249.094788682745,1579,15790
1,10,0.1,1.9999999999999996,0.7,2808.0905765011244,4390,43900
1,10,0.1,1.9999999999999996,0.7999999999999999,858.0302661122756,10920,109200
1,10,0.1,1.9999999999999996,0.8999999999999999,285.04458076059274,7274,72740
1,10,0.1,1.9999999999999996,0.9999999999999999,0.0008863539277260503,4598,45980
1,10,0.1,1.9999999999999996,1.0999999999999999,41.00015183692817,4918,49180
1,10,0.1,1.9999999999999996,1.1999999999999997,4009.7576304210875,1376,13760
1,10,0.1,1.9999999999999996,1.2999999999999998,4.942970890708136e-06,1652,16520
1,10,0.1,1.9999999999999996,1.4,0.0,867,8670
1,10,0.1,1.9999999999999996,1.4999999999999998,217.01338528806656,2125,21250
1,10,0.1,1.9999999999999996,1.5999999999999996,5710.320846437419,7181,71810
1,10,0.1,1.9999999999999996,1.6999999999999997,0.0,906,9060
1,10,0.1,1.9999999999999996,1.7999999999999998,4009.757584887496,1535,15350
1,10,0.1,1.9999999999999996,1.8999999999999997,4009.757585122988,2346,23460
1,10,0.1,1.9999999999999996,1.9999999999999996,0.0,2027,20270
1,10,0.1,1.9999999999999996,2.0999999999999996,4009.757709387973,6123,61230
1,10,0.1,1.9999999999999996,2.1999999999999997,4009.75758477097,2079,20790
1,10,0.1,1.9999999999999996,2.3,4009.75758477097,2180,21800
1,10,0.1,1.9999999999999996,2.3999999999999995,5710.321622429568,7348,73480
1,10,0.1,2.0999999999999996,0.5,4304.163731026025,3131,31310
1,10,0.1,2.0999999999999996,0.6,3408.0093198870622,2486,24860
1,10,0.1,2.0999999999999996,0.7,3080.0020172576073,4058,40580
1,10,0.1,2.0999999999999996,0.7999999999999999,688.0,11520,115200
1,10,0.1,2.0999999999999996,0.8999999999999999,41.0000899596663,2919,29190
1,10,0.1,2.0999999999999996,0.9999999999999999,214.0064646100792,2112,21120
1,10,0.1,2.0999999999999996,1.0999999999999999,6.442326448273739e-06,2142,21420
1,10,0.1,2.0999999999999996,1.1999999999999997,40.003458052922426,2395,23950
1,10,0.1,2.0999999999999996,1.2999999999999998,0.0019755336229273033,915,9150
1,10,0.1,2.0999999999999996,1.4,4009.757606265163,2216,22160
1,10,0.1,2.0999999999999996,1.4999999999999998,0.0,716,7160
1,10,0.1,2.0999999999999996,1.5999999999999996,40.002098764010626,25432,254320
1,10,0.1,2.0999999999999996,1.6999999999999997,4009.7585275076513,1638,16380
1,10,0.1,2.0999999999999996,1.7999999999999998,4009.7575848143024,5560,55600
1,10,0.1,2.0999999999999996,1.8999999999999997,0.0,1512,15120
1,10,0.1,2.0999999999999996,1.9999999999999996,40.00148721005281,2920,29200
1,10,0.1,2.0999999999999996,2.0999999999999996,4009.7575847741236,3299,32990
1,10,0.1,2.0999999999999996,2.1999999999999997,4009.75758477097,2368,23680
1,10,0.1,2.0999999999999996,2.3,5710.3208464373865,4673,46730
1,10,0.1,2.0999999999999996,2.3999999999999995,5710.32085128332,5007,50070
1,10,0.1,2.1999999999999997,0.5,6250.155653181438,865,8650
1,10,0.1,2.1999999999999997,0.6,5830.252283185692,853,8530
1,10,0.1,2.1999999999999997,0.7,3768.0503159987834,2152,21520
1,10,0.1,2.1999999999999997,0.7999999999999999,2860.000000012472,2514,25140
1,10,0.1,2.1999999999999997,0.8999999999999999,40.00265657967009,1898,18980
1,10,0.1,2.1999999999999997,0.9999999999999999,41.000561091535175,1779,17790
1,10,0.1,2.1999999999999997,1.0999999999999999,41.00000716012903,2041,20410
1,10,0.1,2.1999999999999997,1.1999999999999997,41.00051195195887,2933,29330
1,10,0.1,2.1999999999999997,1.2999999999999998,0.0,450,4500
1,10,0.1,2.1999999999999997,1.4,0.00019125015491112734,1052,10520
1,10,0.1,2.1999999999999997,1.4999999999999998,0.0,638,6380
1,10,0.1,2.1999999999999997,1.5999999999999996,4009.757584801139,3503,35030
1,10,0.1,2.1999999999999997,1.6999999999999997,0.0,1194,11940
1,10,0.1,2.1999999999999997,1.7999999999999998,4009.7575847725434,3950,39500
1,10,0.1,2.1999999999999997,1.8999999999999997,0.0,1122,11220
1,10,0.1,2.1999999999999997,1.9999999999999996,396.0,958,9580
1,10,0.1,2.1999999999999997,2.0999999999999996,5710.501643172748,19895,198950
1,10,0.1,2.1999999999999997,2.1999999999999997,4.930380657631324e-31,8393,83930
1,10,0.1,2.1999999999999997,2.3,4009.8347794759115,1117,11170
1,10,0.1,2.1999999999999997,2.3999999999999995,10000.0,472,4720
1,10,0.1,2.3,0.5,3824.318654928616,1382,13820
1,10,0.1,2.3,0.6,5737.075736746369,1609,16090
1,10,0.1,2.3,0.7,3544.586177831836,1732,17320
1,10,0.1,2.3,0.7999999999999999,1051.020975468839,9149,91490
1,10,0.1,2.3,0.8999999999999999,0.003085931853390448,6575,65750
1,10,0.1,2.3,0.9999999999999999,40.00169958451889,2260,22600
1,10,0.1,2.3,1.0999999999999999,0.00014853165340148518,1415,14150
1,10,0.1,2.3,1.1999999999999997,41.00016278465362,2419,24190
1,10,0.1,2.3,1.2999999999999998,0.0,1260,12600
1,10,0.1,2.3,1.4,40.00195364160661,17062,170620
1,10,0.1,2.3,1.4999999999999998,0.0007304524088192892,1778,17780
1,10,0.1,2.3,1.5999999999999996,0.0,260,2600
1,10,0.1,2.3,1.6999999999999997,0.0,1366,13660
1,10,0.1,2.3,1.7999999999999998,5809.832596115691,3854,38540
1,10,0.1,2.3,1.8999999999999997,5809.8312266590065,9204,92040
1,10,0.1,2.3,1.9999999999999996,2.465190328815662e-31,2691,26910
1,10,0.1,2.3,2.0999999999999996,4009.7575847709704,4955,49550
1,10,0.1,2.3,2.1999999999999997,5809.83122665901,5715,57150
1,10,0.1,2.3,2.3,4009.797167707484,3184,31840
1,10,0.1,2.3,2.3999999999999995,4227.617284175797,1043,10430
1,10,0.1,2.3999999999999995,0.5,3840.0,5146,51460
